codigo_ine_provincia,nombre_provincia,nombre_fundacion,enlace_detalle,codigo_registro,timestamp,nif,numero_registro,fecha_extincion,fecha_constitucion,fecha_inscripcion,domicilio,localidad,codigo_postal,provincia_detalle,telefono,fax,email,web,fines_completo,actividades_completo,fecha_extraccion,url_detalle,error
41,Sevilla,PARA LA SOCIEDAD DE LA INFORMACIÓN INNOVA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5532&index=1&lang=es_ES,=5532,2026-01-27T18:52:16.952239,G91882779,1309EDU,,14/04/2010,07/12/2010,"Parque Tecnológico Acrópolis, C/ Juan Olivert, 14-16",La Rinconada,41309,Sevilla,954400260.0,,,,"Impulsar todas aquellas actividades que ayuden a la implantación de la Sociedad de la Información en nuestra comunidad. Promover la investigación sobre comunicación en el ámbito de las Ciencias de la Información. Colaborar con proyectos educativos dirigidos a profundizar en la aplicación de las técnicas aplicadas a la información y comunicación. Participar en foros de debate y discusión sobre la comunicación y las nuevas tecnologías. Favorecer la formación en Nuevas Tecnologías. Mantener relaciones de colaboración con las asociaciones de carácter análogo en temas de mutuo interés y defensa de los fines de la entidad y nuestros asociados y la sociedad en general. Organizar actividades de carácter profesional, social, asistencial y cultural que sean de interés para los asociados y la sociedad en general. Formación presencial, semipresencial, a distancia u on line de nivel básico, medio y superior.","Favorecer la Igualdad de oportunidades mediante el desarrollo de acciones de sensibilización y formación dirigidas a los diferentes ámbitos sociales Estimular la utilización de las tecnologías de la Información y comunicación Impulsar, apoyar y complementar la formación en el uso Ylo a través de las tecnologías de la información y de la comunicación en todos los ámbitos de la educación reglada y no reglada Promover y facilitar la cooperación y el trabajo en red con aquellas persones y entidades que se dediquen al impulso de la sociedad de le Información Organización de congresos, jornadas, encuentros, estudios sesiones de formación, ayudas y todo tipo de eventos relacionados con el estudio, divulgación e investigación coincidentes con los fines fundacionales.",2026-01-27T19:06:04.323838,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5532&index=1&lang=es_ES,
41,Sevilla,PASIÓN Y COMPROMISO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5538&index=1&lang=es_ES,=5538,2026-01-27T18:52:16.979227,G91872838,1331EDU,,05/04/2010,07/02/2011,"C/ Macedonia, 4 - 5º A",Sevilla,41007,Sevilla,,,,,"a) El apoyo logístico, moral y/o financiero a personas o entidades dedicadas a la predicación del evangelio en España o en el resto del mundo, y a entidades benéficas de diverso tipo tales como, sin carácter limitativo, ONGs y demás organizaciones legitimas. b) La enseñanza, estudio, investigación, fomento y aprendizaje de los Principios Bíblicos conservadores evangélicos. c) La prestación de asistencia social y la atención a personas y colectivos desfavorecidos. d) La ayuda y cooperación al desarrollo, tanto nacional como internacional. e) El desarrollo humano desde una perspectiva socio ambiental sostenible. f) La promoción del deporte. g) La promoción del voluntariado y su formación.","1.- Sin orden de importancia ni carácter limitativo, la Fundación en desarrollo de sus fines podrá realizar cualquier tipo de actividades que por acuerdo de su Patronato le permita la consecución de sus fines fundacionales, además de cualquier otra actividad de interés general relacionados directa o indirectamente con los mismos. 2.- Las actividades que en desarrollo de sus fines realizará la Fundación será principalmente de carácter cultural y asistencial. 3.- Especialmente y sin carácter limitativo, la Fundación desarrollará las siguientes actividades. a) La enseñanza y estudio, investigación, fomento, aprendizaje de idiomas, música, informática y cualquier otro tipo de acción formativa que permita la consecución de los fines fundacionales. b) El fomento, gestión, realización y enseñanza de actividades deportivas, así como la creación de clubes y entidades relacionadas con el deporte. c) La creación de centros de enseñanza, tanto nacionales como internacionales, adecuados para la realización y desarrollo de las actividades arribas mencionadas. d) La creación de centros sociales y asistenciales para la Comunidad en general y en especial para inmigrantes y personas necesitadas. e) La creación, participación o apoyo de empresas que permitan la consecución de los fines fundacionales. f) La realización de intercambios multiculturales nacionales e internacionales realizando para ello las gestiones, creación y fomento de actividades turísticas y hostelería. g) La creación, mantenimiento y gestión de centros de comunicación, prensa e impresión literaria, radio, televisión, redes de información de carácter informático, y demás medios de comunicación existenciales o que pueden existir la realización y ejercicio de actividades informativas y relacionadas con la comunicación. h) La construcción, adquisición, alquiler y mantenimiento de propiedades, espacios de trabajo, materiales, equipamiento, utensilios para el establecimiento de la Fundación, el cumplimiento de sus fines y el desarrollo y realización de las actividades que estos comprenden. i) la contratación, invitación, formación, apoyo a personal pagado o voluntario para llevar a cabo las diferentes actividades de la Fundación. j) La promoción del voluntariado y su formación. k) La producción y comercialización de contenidos sean propios o traducidos en cualquier tipo de formato. l) La participación en otras fundaciones, sociedades mercantiles u otras entidades en los términos que establezca la ley, con el objetivo de apoyar al desarrollo de sus fines fundacionales. 4.- el cumplimiento de los citados fines, la Fundación también podrá firmar sin carácter limitativo cuantos protocolos, convenios, contratos y cualquier otro instrumento de corporación, países, organizaciones y entidades nacionales e internacionales. 5.- La Fundación podrá establecer asimismo sin carácter limitativo, cuantas oficinas, delegaciones, filiales o agencias de la misma que estime por convenientes tantos en España como en el extranjero. 6.- Patronato determinará en cada momento las actividades más adecuadas y convenientes a desarrollar por la Fundación para la consecución de sus distintos fines. 7.- La Fundación podrá desarrollar sus actividades en colaboración con otras entidades y siempre dentro de lo permitido en la normativa que le sea de aplicación. 8.- La Fundación, en razón de las circunstancias de cada momento, tendrá plena libertad en la proyección de su actuación hacia cualquiera de sus finalidades propias, persiguiendo en cada momento los objetivos concretos que, a juicio de su Patronato, resulten convenientes.
Proteger cualquier clase de estudios, investigaciones y publicaciones que guarden relación con las preocupaciones y objetivos sociales y culturales de los nuevos valores. Conceder subvenciones o bolsas de estudio para estudiantes en disciplinas humanísticas y científicas destinadas a patrocinar investigación que tenga finalidad con el arte, la cultura y la ciencia en todos sus ámbitos y manifestaciones. • Crear programas de contenido cultural y científico para su divulgación a trevés de TV, radio, intenet, prensa o cualquier otro medio de comunicación existente o venidero, para su divulgación, por sus propios hecho o pertenecientes a terceros. - Impartir estudios de contenido teórico práctico para el desarrollo y la expansión de la conciencia a nivel multi-cultural con el fin de fomentar la paz y el amor universal: conferencias, charlas, talleres, seminarios, prensa. radio, TV, Internet, videos y similares • La venta y distribución de libros, revistas, medios da comunicación e información. Venta y distribución de artículos creados y promovidos desde la fundación. La creación y gestión de centros y establecimientos destinados a ofrecer servicios holísticos a personas que necesiten ayuda para sobrevivir a nivel de salud física y mental. • La ayuda y colaboración económica o de cualquier otro tipo, a otras entidades, organizaciones, asociaciones o fundaciones y demás entidades sin ánimo de lucro.",2026-01-27T19:06:07.426802,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5538&index=1&lang=es_ES,
41,Sevilla,ORIGEN,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5566&index=1&lang=es_ES,=5566,2026-01-27T18:52:16.994741,G91908798,1311EDU,,29/11/2010,17/12/2010,"C/ Goles, 54 bajo",Sevilla,41002,Sevilla,954915112.0,,,,"El conocimiento, la investigación y el análisis de la realidad social como forma de prever y anticipar, con la solvencia suficiente, problemáticas sociales que puedan derivarse del desarrollo de nuevos modelos sociales y productivos. Observar la intervención social en su origen para evitar efectos futuros que puedan poner en riesgo modelos sociales y productivos de éxito.","Suscribir convenios y conciertos; recibir ayudas de instituciones públicas y privadas, nacionales, comunitarias y/o extranjeras, interesadas en el desarrollo de sus fines así como dotarse de los instrumentos que considere más adecuados y convenientes en cada momento. Gestionar centros de formación, estudio, orientación, perfeccionamiento, etc., de enseñanzas genéricas o específicas. Realizar todo tipo de estudios informes. Promocionar y organizar congresos, cursos, seminarios, conferencias y, en general, todo tipo de reuniones de Interés para con los fines de la Fundación. Elaborar y difundir ediciones unitarias o periódicas, impresas, audiovisuales o en cualesquiera otros soportes que permitan las nuevas tecnologías '1 que contribuyan a la consecución de los fines y objetivos de la Fundación. Colaborar con las Administraciones Publicas para el desarrollo de políticas y planes destinados a la generación de actividad económica que contribuya a un modelo de crecimiento innovador y sostenible, y a la estructuración de la oferta de formación, orientación y promoción de empleo. Colaborar con las administraciones públicas competentes, empresas, patronales y agentes sociales y locales para el desarrollo de la actividad económica y la inserción de colectivos en paro con y sin riesgo de exclusión. Promocionar y gestionar proyectos autonómicos, estatales, comunitarios e internacionales para el fomento de la actividad económica y la mejora de las calificaciones y su transferencia. Fomentar y desarrollar las Iniciativas que redunden en el mejor cumplimiento de los fines fundacionales a juicio del Patronato.",2026-01-27T19:06:14.249270,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5566&index=1&lang=es_ES,
41,Sevilla,DE AUTÓNOMOS Y EMPRENDEDORES (FAE),https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5581&index=1&lang=es_ES,=5581,2026-01-27T18:52:17.003188,G91912774,1346EDU,,03/12/2010,11/03/2011,"Párque Tecnológico Acrópolis - C/ Juan Olivert, 14-16",La Rinconada,41309,Sevilla,,,,,"1.- La realización, promoción y fomento, en todos sus niveles y grados de la educación, la enseñanza, la formación, la investigación y el reciclaje profesional. La difusión de los valores de fomento de la creatividad, innovación y espíritu emprendedor por todos los medios conocidos de los autónomos y emprendedores, en todos los ámbitos de actividad profesional. 2.- Construcción y cooperación a la creación de empresas, centros docentes e investigación y en líneas generales, establecimiento culturales, pudiendo la fundación editar publicaciones, así como concertar acuerdos y convenios con las Administraciones y entidades públicas y privadas y de modo genérico llevar a cabo cuantas actuaciones sean conducentes al mejor logro de sus fines. 3.- La promoción de la investigación, el desarrollo de la tecnología y la innovación en torno a proyectos que beneficien a jóvenes emprendedores de territorio nacional. 4.- Programación e impartición de cursos de nivel básico, medio y superior en las modalidades presencial, semipresencial, a distancia y on line.","Para la consecución de los fines mencionados en el artículo anterior, la Fundación realizará las siguientes actividades: • Colaborar con otras entidades que realicen actividades coincidentes o complementarlas de las de la Fundación. • Organizar conferencias, jornadas, trabajos de investigación, reuniones y todo tipo de eventos relacionados con el estudio, divulgación e investigación que coincidan con otros fines fundacionales.",2026-01-27T19:06:15.939433,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5581&index=1&lang=es_ES,
41,Sevilla,MARILLAC,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5644&index=1&lang=es_ES,=5644,2026-01-27T18:52:17.022760,G91946020,1389EDU,,01/04/2011,14/07/2011,"C/ Real de la Jara, 2",Sevilla,41008,Sevilla,,,,,"El desarrollo de la educación y de la promoción social y cultural de la juventud y la infancia, la ancianidad y de cualquier persona o colectivo desfavorecido o en riesgo de exclusión social; todo ello conforme a los principios y valores propios de la doctrina de la Iglesia Católica, y más concretamente bajo la inspiración del carácter propio de la Compañía Hijas de la Caridad de San Vicente de Paúl. – Procurar el fortalecimiento institucional de la Compañía de las Hijas de la Caridad de San Vicente de Paúl en todos sus ámbitos, así como fortalecer y propiciar las relaciones de la Compañía con terceras personas o instituciones para la realización de proyectos conjuntos o de ayudas a instituciones relacionadas con las actividades cívicas, culturales, educativas, sociales, de promoción, cuidado y protección de menores y mayores y formativas en general.","Asumir la titularidad de Centros docentes de cualquier grado,nivel o enseñanza,a fin de garantizar su continuidad y mejora progresiva.En este sentido,ejercerá todas las funciones inherentes a la titularidad en cada uno de los Centros asumidos.Colaborar con instituciones titulares de centros docentes en la promoción y desarrollo de la acción educativa cediendo sus bienes,prestando ayudas,concediendo becas,dotando de equipamientos o promoviendo la formación y perfeccionamiento del profesorado.Conceder ayudas a los alumnos;a las labores docentes,educativas,culturales y formativas en sus Centros escolares;y a la formación permanente de los miembros de la comunidad educativa.Aquellas otras que determine el Patronato en beneficio de la educación integral principalmente de la infancia y juventud,de conformidad con los fines de la Fundación.De esta manera,podrá mostrar sus métodos de trabajo,esquemas de organización y toma de decisiones a aquellas entidades titulares de Centros que demanden modelos que fortalezcan la propia titularidad,así como apoyar iniciativas que refuercen la oferta educativa cristiana de calidad en la Sociedad.La Fundación,a través del Patronato,o por medio de un órgano,creado al efecto y designado por él,podrá llevar a cabo la gestión,administración y asesoramiento de centros pertenecientes a otras entidades e instituciones así como solicitar ayudas a otras instituciones.Igualmente,podrá promover acciones de formación a lo largo de toda la vida y,de forma complementaria a todas las anteriores,de voluntariado y de cooperación al desarrollo en el ámbito educativo,social y cultural.Asumir la titularidad,gestión y desarrollo de obras y actividades de atención y promoción social y de protección de personas desfavorecidas,infancia,ancianidad,enfermos o cualquier colectivo en situación o riesgo de exclusión social.Podrá llevar a cabo todas aquellas actividades que el Patronato considere necesarias para llevar el fiel cumplimiento de los fines fundacionales.Con objeto de obtener ingresos,la Fundación podrá realizar actividades mercantiles cuyo objeto esté relacionado con los fines fundacionales o sean complementarias o accesorias de las anteriores,con sometimiento a las normas reguladoras de la defensa de la competencia.",2026-01-27T19:06:17.982140,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5644&index=1&lang=es_ES,
41,Sevilla,JUVENTUD Y CULTURA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5710&index=1&lang=es_ES,=5710,2026-01-27T18:52:17.035051,G91984427,1444EDU,,24/01/2012,10/02/2012,"c/ Reyes Católicos, 11, 1º",Sevilla,41001,Sevilla,,,,,"Promover la participación de la sociedad civil de todo el territorio nacional en proyectos europeos. Acercar las políticas educativas de la Unión Europea a los ciudadanos. Promover el conocimiento de las políticas de la Unión Europea en general. Apoyar la creación y mejora del empleo de jóvenes y adultos a través de la participación en proyectos europeos y en otras iniciativas públicas y privadas. Promover la participación y la influencia ciudadana en la política local, regional, nacional y europea. Promover las actividades culturales a través de la participación en proyectos europeos y en otras iniciativas públicas y privadas.","La puesta en marcha y realización de cursos y seminarios y cualquier otra actividad educativa. La redacción y/o ejecución de proyectos dirigidos a la administración local, regional, nacional o europea. La redacción y/o ejecución de proyectos dirigidos a organizaciones no gubernamentales, a universidades públicas y privadas, a institutos de educación secundaria, a centros de formación profesional, a empresas públicas y privadas. La promoción del voluntariado europeo y/o internacional. La promoción de actividades destinadas a la creación de empleo en general. La promoción de actividades destinadas a la promoción cultural. Además, con objeto de obtener ingresos, la Fundación podrá realizar actividades mercantiles cuyo objeto esté relacionado con los fines fundacionales o sean complementarias o accesorias de las anteriores, con sometimiento a la legislación de fundaciones y a las normas reguladoras de la defensa de la competencia.",2026-01-27T19:06:19.765271,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5710&index=1&lang=es_ES,
41,Sevilla,DEPENTYA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5721&index=1&lang=es_ES,=5721,2026-01-27T18:52:17.054010,G91979021,1452EDU,,28/12/2011,23/03/2012,"C/ Juglar, 4",Sevilla,41018,Sevilla,,,,,"La promoción, desarrollo e incentivación de cualquier actividad, tanto de carácter asistencial, como de estudio, investigación y formación, relacionada con la dependencia y promoción de la autonomía personal, o que fomente la atención social, la conciliación de la vida familiar y laboral, así como la solidaridad y responsabilidad social.","La concesión de ayudas a personas físicas, entidades e instituciones privadas sin ánimo de lucro que atiendan a personas en situación de necesidad. La colaboración y participación en entidaes dentro de las cuales se estructuren movimientos de tipo social o humanitario en general. La promoción de campañas de sensibilización social relacionadas con los fines de la Fundación. Cualesquiera otras que contribuyan al mejor cumplimiento de los fines propios de la Fundación, incluida la concesión de premios, becas o incentivos económicos de estudios, actividades, o actos singulares o globales que tengan como medio o finalidad el favorecer las actividades o actuaciones anteriormente descritas. La Fundación, para el desarrollo de los fines a los que está vinculada, podrá realizar sus actividades del modo más conveniente siguiendo entre otros, los que a continuación se enuncian sin propósito exhaustivo: por la Fundación directamente siguiendo a través de un programa de actuación, que habrá de aprobar el órgano encargado de la gestión; creando o cooperando a la creación de otras entidades especializadas; participando en el desarrollo de las actividades de otras entidades o personas físicas o jurídicas, públicas o privadas, que de algún modo puedan coadyugar al logro de los fines perseguidos. En cualquier caso, se actuará, de conformidad a las normas reguladoras defensa de la competencia. Para el supuesto de que se intervenga mediante la participación en sociedades mercantiles, esta participación implicará la no asunción personal de las deudas sociales. En el caso de que esta participación fuera mayoritaria, deberá realizarse comunicación al Patronato de forma inmediata. La obtención, por cualquier título, de participaciones sociales en sociedades mercantiles que impliquen responsabilidad personal de las deudas sociales contará con el plazo límite de un año para que se opte por la enajenación de las mismas o la conversión de las mercantiles en otras que limiten la responsabilidad de la Fundación. Además, con el fin de obtener ingresos, la Fundación podrá realizar actividades mercantiles cuyo objeto esté relacionado con los fines fundacionales o sean complementarias o accesorias de las anteriores, con sometimiento a las normas reguladoras de la defensa de la competencia, como las siguientes: La. impartición de cursos de formación; La cooperación en la promoción, financiación, desarrollo y realización de todo tipo de actos, cursos, congresos, seminarios, coloquios y mesas redondas; La cooperación en la promoción, financiación y edición de publicaciones especializadas.",2026-01-27T19:06:21.758568,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5721&index=1&lang=es_ES,
1,Araba/Álava,PAPELES DE ERMUA,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14197&index=1&lang=es_ES,=14197,2026-01-27T18:49:41.517791,G01318674,462CUL,,09/04/2001,13/09/2001,"C/. San Prudencio, 5 - 1º",Vitoria Gastéiz,1005,Alava,,,,,"“La Fundación tiene por objeto la promoción e impulso en la sociedad vasca, en la española, de los valores democráticos, de la sensibilidad laica y de la conciencia civil de los derechos ciudadanos individuales y constitucionales""","a) Edición de publicaciones escritas periódicas y no periódicas. b) Edición de toda clase de soportes basados en la imagen corporativa del Foro Ermua, cualquiera que sea el medio técnico de expresión. c) Subvención a proyectos relacionados con los fines de la Fundación realizados por terceros. d) Participación en el desarrollo de las actividades de otras entidades coincidentes o complementarias con las de la propia Fundación. e) Concesión de becas y premios a particulares o instituciones que se destaquen por la defensa de los valores y fines objeto de esta Fundación.",2026-01-27T18:58:38.389662,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14197&index=1&lang=es_ES,
1,Araba/Álava,KALEIDOS.RED,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14235&index=1&lang=es_ES,=14235,2026-01-27T18:49:41.539463,G01321124,515CUL,,22/05/2001,20/03/2003,"C/. Fray Zacarías Martínez,3",Vitoria Gastéiz,1001,Alava,902540037.0,945003366.0,secretaria@kaleidosred.org,,“Analizar y asesorar las políticas locales de proximidad impulsando una Red intermunicipal en la que se aborden programas concretos relacionados con equipamientos y servicios de proximidad.”,"a) Gestión de proyectos de I+D (Investigación y Desarrollo) en el ámbito. b) Gestión de equipamientos, servicios y programas. c) Concesión de ayudas y subvenciones a personas, entidades e instituciones. d) Participación en el desarrollo de la actividad de otras Entidades que realicen actividades coincidentes o complementarias con las de la Fundación. e) Asimismo la Fundación podrá realizar cualquiera otras actividades relacionadas con su objeto, conducentes a la realización de las finalidades que le son propias.",2026-01-27T18:58:40.761766,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=14235&index=1&lang=es_ES,
1,Araba/Álava,CENTRO PARA LA MEMORIA DE LAS VÍCTIMAS DEL TERRORISMO,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15882&index=1&lang=es_ES,=15882,2026-01-27T18:49:41.568803,G87348934,1774CUL,,22/10/2015,02/11/2015,"C/ Lehendakari Aguirre, 2",Vitoria-Gasteiz,1001,Alava,,,direccion@centromemorialvt.com,,- Preservar y difundir los valores democráticos y éticos que encarnan las víctimas del terrorismo. - Construir la memoria colectiva de las víctimas. - Concienciar al conjunto de la población para la defensa de la libertad y de los derechos humanos y contra el terrorismo.,"a) Actividades de sensibilización, educativas y pedagógicas. b) Actuaciones expositivas, a través de una exposición permanente y de exposiciones temporales. e) Actividades de Investigación. d) Actividades de archivo, biblioteca y publicaciones. e) Actividades de difusión nacional e internacional. Además, con el fin de obtener ingresos, la Fundación podrá realizar actividades mercantiles cuyo objeto esté relacionado con los fines fundacionales o sean complementarias o accesorias de las anteriores, con sometimiento a las normas de aplicación, como puede ser la venta de publicaciones.",2026-01-27T18:58:43.287543,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=15882&index=1&lang=es_ES,
1,Araba/Álava,SOCIALBID,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16960&index=1&lang=es_ES,=16960,2026-01-27T18:49:41.595482,G86002326,975SND,,01/07/2010,26/11/2010,"Calle Álava, nº 15, Bajo",Vitoria-Gasteiz,1006,Alava,,,,,"a) Aumentar la financiación de las organizaciones sin ánimo de lucro y con fines sociales de carácter asistencia, potenciando la difusión de proyectos de desarrollados por dichas organizaciones, acercando a éstas al sector privado y facilitando colaboraciones con las empresas y particulares que lo componen. b) Fomentar el concepto de emprendimiento social en la Sociedad y potenciar su impacto con el fin de generar nuevas iniciativas sociales que contribuyan directa o indirectamente a la mejora de esta c) El apoyo a la familia y la protección d e la infancia","La fundación, para la consecución de sus fines, puede realizar las siguientes actividades: a) la venta en Internet, entre otros canales, de productos, servicios y experiencias donadas por empresas y particulares, a beneficio de organizaciones sin ánimo de lucro y con fines sociales de carácter asistencial. b) La realización de campañas de visibilidad social, llevadas a cabo en medios de comunicación e internet, entre otros canales, para potenciar la difusión de los proyectos de dichas organizaciones, así como de los donantes involucrados y SocialBid. c) Realizar eventos, talleres y conferencias, así como generar propuestas y asistir a reuniones con donantes y ONG para facilitar la relación entre dichas organizaciones y empresas y particulares. d) Realizar talleres, conferencias, congresos y otras actividades destinadas al público interesado en el emprendimiento social para fomentar este concepto entre la Sociedad y potenciar el impacto del emprendimiento social en España. e) La concesión de ayudas o la puesta a disposición de medios propios, mediante la firma de acuerdos de colaboración con otras organizaciones que sirvan de apoyo a la familia o para la protección de la infancia, o en su caso, incrementen el impacto positivo que las ONGs tienen en la Sociedad.",2026-01-27T18:58:44.947489,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=16960&index=1&lang=es_ES,
1,Araba/Álava,PARA LA CREACION E INVESTIGACION EN COMIC. EL ARTE DE VOLAR,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18446&index=1&lang=es_ES,=18446,2026-01-27T18:49:41.615294,G42916916,2494JUS,,18/02/2021,31/01/2022,"Calle Angulema 12, 1º B",Vitoria-Gasteiz,1014,Alava,,,,,"- Potenciar y apoyar la creación en el ámbito del cómic, así como de la ilustración, el arte gráfico, la pintura, la escultura, la fotografía, el cine, el teatro, la arquitectura y todos los ámbitos creativos que tienen que ver con la imagen fija, en movimiento y la producción cultural. - Servir como sostén a la investigación académica e independiente en el ámbito cultural y científico, desde una perspectiva amplia y multidisciplinar. Referida tanto al cómic como a cualquier campo de conocimiento. - Constituirse como un actor relevante en el panorama nacional e internacional de la cultura, secundando actividades que puedan resultar de interés para el mismo.","La Fundación puede realizar, entre otras, las siguientes actividades: - Convocatorias de becas y premios de apoyo a la creación y a la investigación. - Generación y participación en actividades vinculadas a la historieta y a la cultura: festivales, salones, jornadas, encuentros, congresos y publicaciones de distinto tipo, además de propuestas mixtas y que supongan la participación de distintos agentes culturales. - Apoyo a instituciones que se adecúen a los fines de la fundación. - Ejercer las actividades económicas precisas para el cumplimiento de los fines. - Y, de modo genérico, llevar a cabo cuantas actuaciones sean conducentes al mejor logro de sus fines.",2026-01-27T18:58:46.642393,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=18446&index=1&lang=es_ES,
2,Albacete,PARA LA FORMACIÓN PROFESIONAL,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4513&index=1&lang=es_ES,=4513,2026-01-27T18:49:45.082483,G02352912,694EDU,,20/05/2003,08/09/2003,"C/. Padre Romano, 58 - 3º B",Albacete,2005,Albacete,967619191.0,967619192.0,forpro@fundacionforpro.org,http://fundacionforpro.org,"“La realización, promoción y fomento, en todos los niveles y grados de la educación, la enseñanza, el acceso al empleo, las acciones de inserción y reinserción laboral, el reciclaje profesional en las áreas de las nuevas tecnologías y la promoción de ciudadanía activa""","La FUNDACIÓN PARA LA FORMACIÓN PROFESIONAL. (FORPRO) a nacido para cooperar con la sociedad, primordialmente a través de las instituciones públicas y privadas, desarrollando el capital humano, y difundiendo el conocimiento sobre la importancia de la formación profesional en las empresas. La FUNDACIÓN es el resultado del interés de FORPRO por aportar algo más que sus servicios, a través del desarrollo de valores y capacidades que fomentan el bienestar en la sociedad en la que opera.",2026-01-27T18:58:48.201813,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=4513&index=1&lang=es_ES,
2,Albacete,GLOBALCAJA HORIZONTE XXII,https://fundosbuscador.mjusticia.gob.es/fundosbuscador/DetalleFundacion.action?idFundacion=5324&index=1&lang=es_ES,=5324,2026-01-27T18:49:45.103860,,,,,,,,,,,,,,,,,,True
