nombre,provincia,slug_provincia,direccion,telefono,email,horario,registrador,url,fecha_extraccion
Registro de la Propiedad de Fuenlabrada Nº 04,Madrid,madrid,"Plaza de la Constitución, 2 y 3, pl. 1ª, ofic. 4, 28943",91 615 52 95,fuenlabrada4@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Carlos Amérigo Alonso,https://www.registradores.org/directorio/-/registros/propiedad/madrid/fuenlabrada/registro-de-la-propiedad-de-fuenlabrada-n-04,2026-01-25 23:52:03
Registro de la Propiedad de Galapagar,Madrid,madrid,"Caño, 16, 28260",91 858 75 70,galapagar@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Ester Serrano Ruiz,https://www.registradores.org/directorio/-/registros/propiedad/madrid/galapagar/registro-de-la-propiedad-de-galapagar,2026-01-25 23:52:03
Registro de la Propiedad de Getafe Nº 01,Madrid,madrid,"C/ Ignacio Sánchez Coy, 4 - local 3, 28903",(91) 695 03 18,getafe1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Antonia López Peña,https://www.registradores.org/directorio/-/registros/propiedad/madrid/getafe/registro-de-la-propiedad-de-getafe-n-01,2026-01-25 23:52:03
Registro de la Propiedad de Getafe Nº 02,Madrid,madrid,"C/ Ignacio Sánchez Coy, 4 - local 1, 28903",(91) 683 49 80,getafe2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Beatriz Sofía Bernal Aguilar,https://www.registradores.org/directorio/-/registros/propiedad/madrid/getafe/registro-de-la-propiedad-de-getafe-n-02,2026-01-25 23:52:03
Registro de la Propiedad de Guadarrama Alpedrete,Madrid,madrid,"Pº Molino del Rey, 7 - locales 1 y 2 (Guadarrama), 28440",91 854 75 35,guadarrama-alpedrete@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Ángela Luisa Fernández-Cavada Viéitez,https://www.registradores.org/directorio/-/registros/propiedad/madrid/guadarrama/registro-de-la-propiedad-de-guadarrama-alpedrete,2026-01-25 23:52:03
Registro de la Propiedad de Leganés Nº 01,Madrid,madrid,"Esteban Terradas, 11 - portal A, planta 1ª, 28914",(91) 694 12 23,leganes1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Ana M.ª Solchaga López de Silanes,https://www.registradores.org/directorio/-/registros/propiedad/madrid/leganes/registro-de-la-propiedad-de-leganes-n-01,2026-01-25 23:52:03
Registro de la Propiedad de Leganés Nº 02,Madrid,madrid,"Esteban Terradas, 11 - portal A, planta 1ª, 28914",(91) 693 88 37,leganes2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Francisco Molina Crespo,https://www.registradores.org/directorio/-/registros/propiedad/madrid/leganes/registro-de-la-propiedad-de-leganes-n-02,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 01,Madrid,madrid,"Alcalá, 540 - Edif. B - planta 4ª, 28027",91 177 48 01,madrid1@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Concepción Fernández Urzainqui,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-01,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 02,Madrid,madrid,"Alcalá, 540 - Edif. B - planta 3ª, 28027",91 177 48 02,madrid2@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Belen Martínez Gutiérrez,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-02,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 03,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 3ª, 28027",91 177 48 03,madrid3@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Almudena Del Río Galán,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-03,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 04,Madrid,madrid,"Alcalá, 540 - Edif. B - planta baja, 28027",91 177 48 04,madrid4@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Francisco Javier Gómez Jené,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-04,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 05,Madrid,madrid,"Alcalá, 540- - Edif. B - planta 1ª, 28027",91 177 48 05,madrid5@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Esther Ramos Alcázar,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-05,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 06,Madrid,madrid,"Alcalá, 540 - Edif. B - planta 2ª, 28027",91 177 48 06,madrid6@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Juan José Jiménez De La Peña,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-06,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 07,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 4ª, 28027",91 177 48 07,madrid7@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Concepción Iborra Grau,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-07,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 08,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 1ª, 28027",91 177 48 08,madrid8@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Mª Josefa Carolina Pérez Y Martín,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-08,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 09,Madrid,madrid,"Alcalá, 540 - Edif. A -  planta 3ª, 28027",91 177 48 09,madrid9@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Alberto Muñoz Calvo,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-09,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 10,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 1ª, 28027",91 177 48 10,madrid10@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Manuel Bernal Domínguez,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-10,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 11,Madrid,madrid,"Alcalá, 540 - Edif. A - planta baja, 28027",91 177 48 11,madrid11@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Rosa Fuentes Cruz,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-11,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 12,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 4ª, 28027",91 177 48 12,madrid12@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M. Concepcion López-Jurado Romero de La Cruz,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-12,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 13,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 3ª, 28027",91 177 48 13,madrid13@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Consolación Vieitez De Prado,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-13,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 14,Madrid,madrid,"Alcalá, 540 - Edif. B - planta 2ª, 28027",91 177 48 14,madrid14@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Ángel Valero Fernández Reyes,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-14,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 15,Madrid,madrid,"Alcalá, 540 - Edif. B - planta 1ª, 28027",91 177 48 15,madrid15@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Eduardo De la Barrera Arriola,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-15,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 16,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 2ª, 28027",91 177 48 16,madrid16@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Victoria Jiménez Bobo,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-16,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 17,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 2ª, 28027",91 177 48 17,madrid17@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Carlos Ballugera Gómez,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-17,2026-01-25 23:52:03
Registro de la Propiedad de Madrid Nº 18,Madrid,madrid,"Alcalá, 540 - Edif. B - planta 5ª, 28027",91 177 48 18,madrid18@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Belén Menéndez García,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-18,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 19,Madrid,madrid,"Alcala, 540 - Edif. A - planta 2ª, 28027",91 177 48 19,madrid19@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Belen Andújar Arias,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-19,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 20,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 1ª, 28027",91 177 48 20,madrid20@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Victoria Tenajas López,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-20,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 21,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 2ª, 28027",91 177 48 21,madrid21@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Mercedes Bereincua Gandarias,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-21,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 22,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 2ª, 28027",91 177 48 22,madrid22@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Adrián Jareño González,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-22,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 23,Madrid,madrid,"Alcalá, 540 - Edif. B - planta 3ª, 28027",91 177 48 23,madrid23@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Elena Rodríguez Peloche,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-23,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 24,Madrid,madrid,"Alcalá, 540 - Edif. B - planta 3ª, 28027",91 177 48 24,madrid24@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,José Ángel Gutiérrez García,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-24,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 25,Madrid,madrid,"Alcalá, 540 - Edif. B - planta baja, 28027",91 177 48 25,madrid25@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Juan Carlos Rubiales y Moreno,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-25,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 26,Madrid,madrid,"Alcalá, 540 - Edif. B - planta 1ª, 28027",91 177 48 26,madrid26@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,José Luis Jiménez Fernández,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-26,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 27,Madrid,madrid,"Alcalá, 540 - Edif. B - planta 1ª, 28027",91 177 48 27,madrid27@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Isabel Bañón Serrano,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-27,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 28,Madrid,madrid,"Alcalá, 540 - Edif. B - planta 2ª, 28027",91 177 48 28,madrid28@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª del Carmen Iglesias Mayoralgo,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-28,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 29,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 4ª, 28027",91 177 48 29,madrid29@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Aurora Galisteo Cano,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-29,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 30,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 1ª, 28027",91 177 48 30,madrid30@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Luis Vicente Guilarte Martín-Calero,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-30,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 31,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 3ª, 28027",91 177 48 31,madrid31@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Alberto Muñoz Calvo,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-31,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 32,Madrid,madrid,"Alcalá, 540 - Edif. A - planta baja, 28027",91 177 48 32,madrid32@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,José Luis Azuara Muslera,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-32,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 33,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 4ª, 28027",91 177 48 33,madrid33@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Enrique García Sánchez,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-33,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 34,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 4ª, 28027",91 177 48 34,madrid34@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª del Pilar Rodrigo Lavilla,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-34,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 35,Madrid,madrid,"Alcalá, 540 - Edif. A - planta baja, 28027",91 177 48 35,madrid35@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Galo Rodríguez Tejada,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-35,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 36,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 4ª, 28027",91 177 48 36,madrid36@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Eulalia Martínez Martíno,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-36,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 37,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 3ª, 28027",91 177 48 37,madrid37@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Luisa Madejón Concejal,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-37,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 38,Madrid,madrid,"Alcalá, 540 - Edif. A - planta baja, 28027",91 177 48 38,madrid38@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Sonia Morato González,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-38,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 39,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 1ª, 28027",91 177 48 39,madrid39@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Belen Merino Espinar,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-39,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 40,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 1ª, 28027",91 177 48 40,madrid40@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª de Los Ángeles Galto-Durán Rivera,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-40,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 41,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 2ª, 28027",91 177 48 41,madrid41@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Consolación Vieitez De Prado,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-41,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 42,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 1ª, 28027",91 177 48 42,madrid42@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Luisa Irurzun Ipiens,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-42,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 43,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 3ª, 28027",91 177 48 43,madrid43@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Irene Montolio Juarez,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-43,2026-01-25 23:52:04
Registro de la Propiedad de Madrid Nº 44,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 2ª, 28027",91 177 48 44,madrid44@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Juan Ignacio De los Mozos Touya,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-44,2026-01-25 23:52:05
Registro de la Propiedad de Madrid Nº 45,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 4ª, 28027",91 177 48 45,madrid45@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Alicia Coronado Teruel,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-45,2026-01-25 23:52:05
Registro de la Propiedad de Madrid Nº 47,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 1ª, 28027",91 177 48 47,madrid47@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Dolores Esteve Portoles,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-47,2026-01-25 23:52:05
Registro de la Propiedad de Madrid Nº 48,Madrid,madrid,"Alcalá, 540 - Edif. A - planta baja, 28027",91 177 48 48,madrid48@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,Lucía Fernández Redondo,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-48,2026-01-25 23:52:05
Registro de la Propiedad de Madrid Nº 52,Madrid,madrid,"Alcalá, 540 - Edif. B - planta baja, 28027",91 177 48 52,madrid52@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Belen Andújar Arias,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-52,2026-01-25 23:52:05
Registro de la Propiedad de Madrid Nº 53,Madrid,madrid,"Alcalá, 540 - Edif. A - planta 3ª, 28027",91 177 48 53,madrid53@registrodelapropiedad.org,De lunes a viernes de 09:00 a 17:00 horas | Agosto: De lunes a viernes de 09:00 a 14:00 horas | Los días 24 y 31 de diciembre de 09:00 a 14:00 horas,M.ª Pilar Albarracín Serra,https://www.registradores.org/directorio/-/registros/propiedad/madrid/madrid/registro-de-la-propiedad-de-madrid-n-53,2026-01-25 23:52:04
